Age,Occupation,Risk Tolerance,Investment Goals,Income Level,Account Balance,Deposits,Withdrawals,Transfers,International Transfers,Investments,Loan Amount,Employment Status,Loan Term (Months),Loan Status,Net Savings,Loan to Income Ratio,Investment Ratio
30,Teacher,Medium,Wealth preservation,65556.52,81563.25,23988.83,11411.25,13259.7,2526.35,13604.07,50000,Retired,60,rejected,12577.58,0.613013667,0.166789617
37,Student,Medium,Growth,72971.82,100000,25145.6,13110.41,15707.57,448.34,16966.89,50000,Retired,24,approved,12035.19,0.499995,0.169667203
53,Teacher,Low,Income generation,77190.06,80807.79,24249.38,22012.16,18330.62,2309.72,6734.74,50000,Self-employed,36,pending,2237.22,0.61874457,0.083341676
24,Doctor,Low,Speculation,98993.67,61871.16,14378.15,3651.67,9203.28,500.67,3814.72,19388.69,Retired,24,rejected,10726.48,0.313366949,0.06165487
77,Engineer,High,Growth,81891.65,23135.72,8091.3,1465.48,3524.5,524.59,2146.04,50000,Employed,48,rejected,6625.82,2.16106691,0.092754721
64,Doctor,Low,Income generation,94119.04,57183.17,8353.98,12502.55,11731.96,1405.03,5529.34,50000,Self-employed,60,rejected,-4148.57,0.874367854,0.096693543
66,Engineer,Low,Wealth preservation,63826.78,9994.87,1285.45,2275.45,1780.91,471.54,1196.93,24661.43,Retired,36,approved,-990,2.467161938,0.119742454
33,Artist,Low,Speculation,95987.51,100000,15780.35,27344.09,9039.9,435.55,19963.74,47080.93,Retired,60,approved,-11563.74,0.470804592,0.199635404
51,Artist,Low,Speculation,102469.55,100000,14680.93,15708.65,8571.6,2358.66,19499.89,15731.33,Unemployed,60,pending,-1027.72,0.157311727,0.19499695
26,Retiree,Low,Wealth preservation,84454.44,56038.96,14821.76,12552.95,3106.7,755.34,3277.24,48274.82,Retired,36,approved,2268.81,0.861435661,0.058480413
82,Student,Medium,Speculation,43824.23,83082.59,19874.06,4964.82,14581.28,4272.36,8251.34,25002.5,Self-employed,60,rejected,14909.24,0.300931869,0.099313715
26,Student,High,Growth,41053.8,26222.63,11302.65,5661.24,3988.73,492.06,2399.82,48708.85,Employed,24,pending,5641.41,1.85744117,0.091513646
68,Engineer,Low,Speculation,89874.04,100000,19873.7,16467.27,20629.05,216.36,8371.35,36516.81,Employed,48,approved,3406.43,0.365164448,0.083712663
29,Lawyer,Low,Wealth preservation,91872.96,10643.65,1097.74,2508.06,1558.19,234.59,1171.89,28462.25,Employed,24,rejected,-1410.32,2.673854941,0.110091924
27,Artist,High,Income generation,98478.02,74698.39,20488.56,11287.04,15842.65,4122.36,3944.24,50000,Retired,60,pending,9201.52,0.669349509,0.052801502
80,Student,Low,Wealth preservation,104603.46,67055.18,8013.16,14540.58,10588.86,909.94,12132.79,50000,Retired,48,approved,-6527.42,0.745643429,0.180934703
49,Lawyer,Low,Growth,98160.51,77914.73,29969.56,22786.41,6436.8,525.13,9949.82,50000,Employed,36,approved,7183.15,0.641718944,0.12769976
75,Engineer,Low,Speculation,75972.71,74532.53,25175.61,11395.43,17405.94,4605.02,8862.87,46319.99,Retired,36,rejected,13780.18,0.621465131,0.11891118
73,Engineer,High,Growth,45372.83,49668.71,20594.18,2900.22,7242.38,948.33,13490.29,14537.73,Unemployed,60,rejected,17693.96,0.292688039,0.271599935
27,Doctor,Medium,Income generation,59719.13,43834.07,9328.55,11319.53,10887.86,730.8,3364.78,33625.26,Retired,48,pending,-1990.98,0.767085806,0.076760001
32,Teacher,Medium,Speculation,112808.08,76320.19,11324.62,4722.16,14733.41,2983.6,12116.37,50000,Employed,36,pending,6602.46,0.655126053,0.158754993
35,Artist,Low,Growth,58381.75,16462,3285.6,3824.58,1878.59,540.75,3190.73,6917.06,Retired,24,rejected,-538.98,0.42015793,0.193812185
38,Engineer,Medium,Wealth preservation,47655.38,93173.49,22964.41,16178.53,17535.92,721.91,16185.54,50000,Employed,48,rejected,6785.88,0.536627568,0.173712139
21,Student,Low,Speculation,73343.89,100000,15917.83,28742.19,24938.73,6520.13,9531.34,50000,Unemployed,36,rejected,-12824.36,0.499995,0.095312447
40,Artist,High,Income generation,5475.23,9368.68,3121.13,656.93,1993.52,47.09,1329.19,5000,Unemployed,60,approved,2464.2,0.533636154,0.141860768
23,Teacher,High,Growth,81902.8,39844.14,16895.94,9068.38,3715.64,407.06,11956.2,50000,Unemployed,60,rejected,7827.56,1.254858183,0.300066708
34,Doctor,Low,Income generation,100055.48,100000,22630.54,17793.95,10654.19,1190.31,8230.85,50000,Self-employed,24,approved,4836.59,0.499995,0.082307677
20,Doctor,Medium,Wealth preservation,98933.49,25849.46,10998.7,1586.37,1386.26,34.66,4989.18,47318.69,Self-employed,12,approved,9412.33,1.830477678,0.193001595
83,Artist,Medium,Income generation,44066.15,78501.01,15387.63,5224.28,7726.94,1246.4,5854.61,25812.1,Retired,48,approved,10163.35,0.328808141,0.07457911
67,Doctor,Low,Speculation,124080,100000,10315.69,29699.48,9541.51,928.77,6020.04,43879.06,Self-employed,60,pending,-19383.79,0.438786212,0.060199798
61,Doctor,Low,Income generation,112099.16,42209.58,11367.79,6278.02,5151.86,826.95,7405.3,50000,Retired,36,pending,5089.77,1.184537147,0.175437059
20,Artist,High,Wealth preservation,44566.08,12719.48,1829.08,1131.31,1485.79,90.54,3661.46,50000,Retired,12,approved,697.77,3.930669283,0.287839767
79,Engineer,Low,Wealth preservation,114771.85,100000,32190.41,6380.83,11920.7,2083.25,18109.63,50000,Retired,48,approved,25809.58,0.499995,0.181094489
25,Engineer,Low,Income generation,69110.5,100000,46312.54,29304.6,6921.85,706.79,7912.55,50000,Retired,60,rejected,17007.94,0.499995,0.079124709
21,Engineer,Medium,Growth,100247.27,100000,45689.68,22737.91,7930.41,1276.25,12709.99,50000,Employed,12,approved,22951.77,0.499995,0.127098629
50,Artist,High,Growth,76599.34,60405,20458.74,17971.15,14056.14,3517.64,8786.32,41480.71,Employed,24,approved,2487.59,0.686698507,0.145454425
22,Engineer,Low,Speculation,23634.73,33161.59,16056.52,7988.46,3575.43,482.07,3398.38,27824.62,Unemployed,24,rejected,8068.06,0.839036396,0.102476314
32,Lawyer,Low,Wealth preservation,10915.81,5561.74,1984.91,842.85,1056.58,295.28,883.23,8958.6,Retired,36,rejected,1142.06,1.610465346,0.158776071
78,Teacher,Low,Income generation,77057.11,100000,13841.07,22773.12,16547.03,2181.89,17369.69,50000,Retired,48,approved,-8932.05,0.499995,0.173695163
59,Lawyer,High,Growth,116765.35,100000,48475.79,26971.52,11812.61,224.3,26459.88,50000,Unemployed,60,approved,21504.27,0.499995,0.264596154
77,Lawyer,High,Wealth preservation,164195,100000,25140.46,26787.21,22366.2,441.12,32766.99,50000,Unemployed,60,approved,-1646.75,0.499995,0.327666623
52,Engineer,High,Income generation,38494.6,34120.04,7434.36,8245,6949.11,1349.27,8920.69,25137.06,Employed,48,pending,-810.64,0.736702633,0.2614425
51,Student,Medium,Speculation,61074.73,100000,39938.59,12450.14,22136.09,5298.09,9280.84,30346.68,Retired,48,rejected,27488.45,0.303463765,0.092807472
79,Student,Low,Wealth preservation,137892.71,36100.38,14714.34,6735.2,8357.59,1461.13,6748.68,20050.7,Self-employed,24,approved,7979.14,0.555399821,0.186936898
44,Artist,Low,Speculation,39609.65,44261.34,15810.93,6876.52,10932.39,3122.86,3719.08,43654.37,Employed,12,pending,8934.41,0.986264395,0.084023574
64,Engineer,Medium,Wealth preservation,126922.93,100000,38505.58,22568.3,15463.21,4118.11,14647.35,28485.91,Retired,36,approved,15937.28,0.284856251,0.146472035
71,Artist,Low,Income generation,107033.79,100000,36178.49,6038.71,8286.59,1630.32,19892.55,50000,Employed,12,rejected,30139.78,0.499995,0.198923511
36,Doctor,Medium,Income generation,74989.35,18751.36,4610.72,5167.33,3548.79,515.31,3467.89,49140.36,Retired,48,pending,-556.61,2.620489368,0.184930857
69,Retiree,Medium,Income generation,78956.65,11412.32,5398.56,928.92,2090.07,59.09,1649.71,50000,Self-employed,60,rejected,4469.64,4.380846239,0.144542517
49,Retiree,High,Income generation,33451.04,10732.24,3334.3,901.06,1022.83,202.57,2631.66,48018.37,Unemployed,60,approved,2433.24,4.473800083,0.245187846
66,Retiree,High,Income generation,60939.89,26700.39,9301.17,7719.26,4453.7,78.02,3390.64,21268.25,Unemployed,48,approved,1581.91,0.796522204,0.126983651
81,Engineer,Medium,Wealth preservation,26321.12,40781.36,14973.76,6721.98,4403.85,455.83,6471.37,21625.24,Self-employed,36,rejected,8251.78,0.530259651,0.158680616
75,Lawyer,Medium,Growth,102998.09,100000,27159.2,11681.44,12118,2093.43,13918.73,50000,Unemployed,24,pending,15477.76,0.499995,0.139185908
75,Lawyer,Medium,Speculation,58308.25,75522.43,32979.26,7201.85,12637.9,362.4,13772.95,50000,Employed,24,rejected,25777.41,0.662046202,0.182366585
19,Teacher,Medium,Wealth preservation,44627.06,12256.88,2887.09,1021.69,1108.26,163.53,2289.05,50000,Self-employed,12,pending,1865.4,4.079008768,0.1867411
44,Teacher,High,Income generation,29153.97,34780.26,5944.74,9291.92,4796.28,1279.91,2744.02,6009.86,Unemployed,60,approved,-3347.18,0.172790175,0.078893634
55,Doctor,Medium,Wealth preservation,70883.01,1000,264.06,267.73,202.2,23.94,104.73,5000,Unemployed,12,rejected,-3.67,4.995004995,0.104625375
68,Lawyer,Medium,Speculation,52371.83,44287.05,15879.5,11298.82,3557.04,396.73,3589.32,17350.11,Unemployed,12,rejected,4580.68,0.391756015,0.081044887
83,Doctor,Low,Growth,99038.53,32043.48,6302.29,5201.51,6797.47,1642.79,6358.97,50000,Unemployed,48,pending,1100.78,1.56033114,0.198441978
76,Lawyer,High,Growth,60095.95,55820.74,10887.36,11984.08,10852.76,1685.75,19427.83,50000,Self-employed,60,rejected,-1096.72,0.895708375,0.348033401
35,Doctor,High,Income generation,80931.53,28660.49,3847.29,2634.43,6582.47,185.56,4322.87,50000,Unemployed,60,approved,1212.86,1.744501071,0.150825027
67,Lawyer,Low,Wealth preservation,49340.74,29575.44,8559.61,2965.68,2677.98,362.85,3829.3,42147.23,Retired,12,approved,5593.93,1.42502715,0.129471295
39,Student,Medium,Wealth preservation,37935.07,73182.41,30389.29,20962.03,3974.39,88.08,11412.84,31050.25,Retired,36,rejected,9427.26,0.424279902,0.155948459
19,Artist,Medium,Wealth preservation,79961.14,48018.62,6519.01,4748.98,5849.29,257.48,9093.7,50000,Unemployed,24,rejected,1770.03,1.041241059,0.189374676
58,Artist,High,Wealth preservation,37400.98,23022.65,2964.82,3560.57,2729.49,421.64,5902.33,34179.6,Self-employed,36,rejected,-595.75,1.484543068,0.256359439
35,Lawyer,High,Wealth preservation,131574.58,100000,42166.07,17778.68,20923.84,714.9,39690.27,50000,Unemployed,12,pending,24387.39,0.499995,0.396898731
18,Engineer,Low,Growth,54791.22,100000,49779.72,20353.63,14958.18,4485.96,13434.53,50000,Unemployed,48,pending,29426.09,0.499995,0.134343957
44,Engineer,High,Income generation,89576.62,75449.25,35943.32,11048.14,11055.17,114.51,16269.11,23166.65,Retired,12,pending,24895.18,0.307045371,0.215626986
48,Doctor,High,Speculation,57810.08,44677.12,17223.09,5942.43,10654.23,765.1,10156.75,50000,Unemployed,60,approved,11280.66,1.119116024,0.227331633
67,Engineer,High,Speculation,65743.96,63102.68,19593.25,16104.66,9207.99,993.7,3183.79,36532.86,Unemployed,48,approved,3488.59,0.578933907,0.050453317
79,Teacher,High,Income generation,85714.55,100000,42510.34,29250.73,19983.86,2608.99,39353.17,43309.66,Employed,24,approved,13259.61,0.433092269,0.393527765
49,Teacher,Medium,Income generation,45234.26,51377.24,5483.4,12565.21,7063.03,933.95,8024.09,29177.4,Unemployed,24,approved,-7081.81,0.567894112,0.156176817
37,Teacher,Medium,Wealth preservation,77996.12,100000,12410.43,8559.61,5709.87,163.94,13334.45,50000,Self-employed,48,approved,3850.82,0.499995,0.133343167
54,Teacher,Medium,Income generation,90367.6,100000,42796.65,22420.7,7393.33,1684.16,13823.33,42089.76,Self-employed,12,rejected,20375.95,0.420893391,0.138231918
34,Engineer,Low,Growth,81677.72,100000,30920.94,5151.74,16795.95,2633.79,15794.45,50000,Unemployed,36,rejected,25769.2,0.499995,0.157942921
67,Engineer,Low,Income generation,42183.29,65132.58,14353.13,6758.5,14092.6,3453.75,8704.89,48611.71,Retired,36,pending,7594.63,0.746338678,0.13364673
79,Teacher,Medium,Income generation,82003.02,100000,12771.65,25249.33,9666.49,2087.28,7762.11,50000,Retired,48,approved,-12477.68,0.499995,0.077620324
21,Engineer,High,Growth,95857.02,100000,19847.1,18632,6740.99,43.04,12843.44,50000,Employed,60,approved,1215.1,0.499995,0.128433116
32,Artist,Medium,Wealth preservation,40909.29,38385.04,9160.62,10717.79,7818.42,394.48,6068.67,26021.28,Retired,60,rejected,-1557.17,0.677883939,0.158095756
85,Doctor,Medium,Growth,123744.31,79153.99,16672.76,11661.87,6735.91,1297.54,9274.03,49472.44,Self-employed,12,pending,5010.89,0.625007217,0.117162923
29,Lawyer,High,Income generation,67678.4,9767.81,4715.26,1183.36,1791.6,356.94,1686.45,50000,Retired,36,pending,3531.9,5.118330687,0.172636176
67,Artist,Low,Income generation,27636.26,48478.61,21785.41,7691.32,5386.38,903.28,2683.77,18605.02,Employed,36,pending,14094.09,0.383770001,0.055358737
31,Retiree,High,Wealth preservation,83692.63,22980.09,4585.23,3142.96,2257.01,89.68,4099.72,14556.32,Employed,12,pending,1442.27,0.633404247,0.178395368
70,Student,Low,Income generation,51718.24,61447.01,15220.39,13389.61,9644.6,1075.24,7499.4,43213.89,Unemployed,12,pending,1830.78,0.70325939,0.122044636
69,Retiree,Low,Wealth preservation,58434.67,33113.8,11456.29,4409.36,4774.08,240.55,5235.61,38450.72,Employed,12,approved,7046.93,1.161133994,0.158104835
29,Engineer,High,Speculation,69744.04,45494.15,8475.68,6717.73,7639.45,876.66,5374.43,13086.46,Retired,36,pending,1757.95,0.287645167,0.118131933
26,Retiree,Medium,Income generation,89425.99,57380.65,12408.35,9441.59,3663.23,579.36,5211.75,18575.21,Employed,36,approved,2966.76,0.323713417,0.090826074
25,Student,High,Growth,19161.39,28554.13,5935.79,3074.24,2466.7,676.51,1755.45,19053.84,Retired,60,approved,2861.55,0.667265041,0.061475819
77,Student,Low,Speculation,46865.66,46153.52,7887.32,13823.7,4813.86,929.08,7483.79,30006.77,Unemployed,48,approved,-5936.38,0.650137191,0.162146416
51,Student,Medium,Income generation,70883.01,1000,423.25,177.26,153.39,29.44,75.58,5000,Unemployed,48,pending,245.99,4.995004995,0.075504496
29,Engineer,Medium,Growth,11590.25,15061.7,6878.06,4190.88,1440.32,373.34,2379.93,5225.95,Retired,48,rejected,2687.18,0.346946431,0.158001554
54,Retiree,High,Wealth preservation,90806.52,100000,27381.26,25740.6,13853.72,3910.83,17268.29,50000,Retired,12,approved,1640.66,0.499995,0.172681173
35,Student,Medium,Speculation,108697.36,54866.37,26423.86,3211.14,8992.34,1276.76,10583.16,41023.11,Retired,36,approved,23212.72,0.747677718,0.192886227
62,Lawyer,Medium,Speculation,80225.6,34180.86,5058.23,6252.42,5484.36,444.88,5887.68,9073.17,Employed,48,approved,-1194.19,0.265438159,0.172245747
25,Retiree,High,Speculation,71947.7,35972.72,15381.47,10773.08,3628.57,94.11,2985.66,50000,Unemployed,60,pending,4608.39,1.389903518,0.082995587
78,Student,High,Wealth preservation,91076.59,85052.9,21669.73,5549.24,11163.2,661.14,29385.57,25436.8,Retired,60,approved,16120.49,0.299066827,0.345493505
19,Artist,Medium,Speculation,66946.03,100000,20108.45,18117.26,7577.31,954.17,17440.83,50000,Self-employed,12,approved,1991.19,0.499995,0.174406556
55,Artist,Medium,Wealth preservation,34523.95,14884.92,6847.57,2988.25,1597.33,346.61,1506.3,28643.36,Retired,48,rejected,3859.32,1.924191451,0.10118958
71,Retiree,High,Speculation,93309.86,63102.44,9296.85,14143.33,10248.8,242.55,14465.8,50000,Retired,60,rejected,-4846.48,0.792349831,0.229239484
19,Engineer,Low,Income generation,58780.09,37618.73,10889.63,11242.44,4421.74,196.26,5683.96,50000,Self-employed,60,rejected,-352.81,1.329089815,0.151089867
42,Teacher,Low,Speculation,39082.2,4080.03,1393.69,386.05,691.32,52.46,345.83,39567.88,Employed,24,approved,1007.64,9.69556215,0.084740862
38,Lawyer,Medium,Income generation,96342.45,26064.77,8899.77,5378.37,3270.52,818.89,5121.7,50000,Retired,36,approved,3521.4,1.918224553,0.196491414
41,Retiree,High,Wealth preservation,113422.95,100000,18551.21,18358.24,17594.04,5121.32,30739.44,23446.01,Retired,48,approved,192.97,0.234457755,0.307391326
59,Teacher,Medium,Income generation,29074.02,14175.81,6292.53,1386.17,1347.62,123.1,809.24,10608.02,Unemployed,12,pending,4906.36,0.748265654,0.057081953
71,Engineer,Low,Income generation,475.41,1000,348.2,54.94,85.46,11.45,51.22,5000,Employed,24,approved,293.26,4.995004995,0.051168831
67,Teacher,Low,Growth,50542.76,17827.27,5096.08,1604.66,3730.03,393.37,3079.35,6885.79,Self-employed,12,pending,3491.42,0.386228726,0.172722872
34,Lawyer,Medium,Growth,94616.85,33488.83,11354.33,3538.94,2270.62,290.31,2709.6,50000,Employed,12,pending,7815.39,1.492990559,0.080908144
49,Doctor,Medium,Wealth preservation,72787.34,100000,48224.65,28943.87,21306.17,5636.55,5049.7,28288.56,Unemployed,24,approved,19280.78,0.282882771,0.050496495
85,Lawyer,Low,Wealth preservation,38976.55,42334.9,14393.7,6881.93,10228.43,2837.38,6084.73,31762.4,Unemployed,36,approved,7511.77,0.750247426,0.143725065
34,Lawyer,High,Growth,89112.53,100000,24189.05,25558.86,17180.34,2936.39,29399.55,15636.14,Employed,48,approved,-1369.81,0.156359836,0.29399256
84,Doctor,Low,Wealth preservation,73708.33,34254.68,6451.53,2859.72,8045.81,529.72,6785.9,38073.64,Retired,60,rejected,3591.81,1.111454801,0.198095615
39,Artist,Medium,Growth,42552.44,79841.59,27497.93,18397.86,11210.04,843.31,13093.73,44997.06,Self-employed,24,approved,9100.07,0.563572149,0.163994304
76,Teacher,Medium,Income generation,53241.33,69991.53,15281.51,5341.85,11294.59,214.53,9232.21,40236.94,Self-employed,60,rejected,9939.66,0.574874776,0.13190279
40,Lawyer,Low,Growth,75869.53,16422.07,4606.66,3075.59,3816.76,59.06,2998.13,50000,Unemployed,60,rejected,1531.07,3.044497771,0.182556002
46,Engineer,Low,Growth,66034.87,86176.88,38836.42,8917.7,18196.97,228,9914.33,26935.24,Unemployed,24,rejected,29918.72,0.312553987,0.115044951
60,Doctor,High,Speculation,78560.39,60947.06,27663.89,5037.61,9531.72,856.68,6391.65,11078.17,Retired,60,rejected,22626.28,0.181764112,0.104870442
54,Artist,Low,Growth,102771.42,100000,42313.35,29768.46,8782.77,711,10828.08,50000,Retired,12,pending,12544.89,0.499995,0.108279717
42,Teacher,High,Income generation,62873.43,87321.9,13144.85,25520.23,18980.34,4029.21,27074.55,38058.46,Unemployed,36,approved,-12375.38,0.435835961,0.310050972
37,Student,Low,Speculation,61479.22,52496.19,19709.19,2892.31,3452.72,333.17,4505.81,9333.5,Retired,36,rejected,16816.88,0.177790468,0.085829546
71,Retiree,Medium,Growth,57847.04,98235.35,42552.09,22523.88,17591.14,4640.5,12786.94,50000,Employed,60,approved,20028.21,0.508976565,0.130165056
56,Engineer,Low,Income generation,72900.79,100000,15788.17,6855.41,21349.07,5816.4,17766.59,50000,Retired,24,approved,8932.76,0.499995,0.177664123
65,Doctor,High,Growth,71889.61,7243.03,1588.29,1915.93,565.26,125.78,2680.41,38941.38,Employed,36,rejected,-327.64,5.375651398,0.370016414
84,Doctor,High,Speculation,101584.27,77703.11,10590.86,12676.38,12127.52,745.88,10388.95,50000,Unemployed,36,approved,-2085.52,0.643466607,0.133698848
54,Engineer,Medium,Growth,80544.98,100000,19144.6,12865.98,9264.59,453.27,15184.4,36153.22,Self-employed,24,rejected,6278.62,0.361528585,0.151842482
65,Artist,High,Speculation,37631.9,16572.4,7314.11,3894.58,2943.29,340.93,4253.91,22824.69,Employed,60,rejected,3419.53,1.377188145,0.256670931
66,Doctor,High,Speculation,118853.23,84614.42,15296.16,22673.31,11407.96,385.35,32925.8,50000,Unemployed,12,rejected,-7377.15,0.590908844,0.389122928
38,Lawyer,Medium,Wealth preservation,63183.23,31168.48,4145.37,8057.51,6662.24,1635.38,4731.31,50000,Self-employed,12,approved,-3912.14,1.604133274,0.151793036
